codigo,descripcion,unidad,total
06-02-39,TB-21 CONJUNTO PARA TRAFO MONOFASICO,JGO,1542268.0
06-02-40,TB-31 CONJUNTO PARA TRAFO TRIFASICO,JGO,1927791.0
06-02-41,CONECTOR PERFORACION AMFRAU KZ3-95 TRAFO,UND,16829.0
06-02-46,CERTIFICACION RETIE,UND,1800000.0
06-03-01,CABLE ACSR NUMERO 2,ML,5134.0
06-03-02,CABLE ACSR NUMERO 4,ML,4051.0
06-03-03,CABLE ACSR NUMERO 1/0,ML,6887.0
06-03-04,CABLE ACSR NUMERO 2/0,ML,8514.0
06-03-05,CABLE ACSR NUMERO 4/0,ML,12217.0
06-03-10,CABLE CUADRUPLEX AWG NUMERO 1/0,ML,49174.0
06-03-12,CABLE CUADRUPLEX AWG NUMERO 2/0,ML,56574.0
06-03-17,CABLE TRIPLEX AWG NUMERO 2,ML,25553.0
06-03-18,CABLE TRIPLEX AWG NUMERO 1/0,ML,33873.0
06-03-19,CABLE TRIPLEX AWG NUMERO 2/0,ML,38673.0
06-03-26,CABLE TRIPLEX AWG NUMERO 4/0,ML,45978.0
06-03-27,CABLE ACSR NUMERO 2 ECOLOGICO,ML,10217.0
06-06-07,POSTE CONCRETO 9 X 300 KG,UND,727110.0
06-06-08,POSTE CONCRETO 9 X 510 KG,UND,756778.0
06-06-09,POSTE CONCRETO 9 X 510 KG CON D.I.,UND,761778.0
06-06-10,POSTE CONCRETO 11 X 300 KG,UND,1014094.0
06-06-11,POSTE CONCRETO 11 X 510 KG,UND,1070794.0
06-06-12,POSTE CONCRETO 11 X 510 KG CON D.I.,UND,1075794.0
06-06-13,POSTE CONCRETO 12 X 300 KG,UND,1074806.0
06-06-14,POSTE CONCRETO 12 X 510 KG,UND,1145744.0
06-06-15,POSTE CONCRETO 12 X 510 KG CON D.I.,UND,1150744.0
06-06-16,POSTE CONCRETO 13 X 750 KG,UND,1526156.0
06-06-17,POSTE CONCRETO 13 X 1050 KG,UND,1864536.0
06-06-18,POSTE CONCRETO 13 X 1050 KG CON D.I.,UND,1744692.0
06-06-19,POSTE CONCRETO 14 X 750 KG CON D.I.,UND,1867868.0
06-06-20,POSTE CONCRETO 16 X 1050 KG CON D.I.,UND,3111041.0
06-06-21,POSTE CONCRETO 18 X 1050 KG CON D.I.,UND,6022279.0
06-06-26,POSTE CONCRETO 11 X 1050 KG,UND,1407887.0
06-06-27,POSTE CONCRETO 11 X 1050 KG CON D.I.,UND,1409126.0
06-06-28,POSTE CONCRETO 12 X 1050 KG,UND,1683849.0
06-06-29,TRANSP.POSTE.CONC.12MT.SITIO SIN INCREME,UND,77285.0
06-06-30,TRANSP.POSTE.CONc.18MT.SITIO SIN INCREME,UND,99434.0
06-06-33,"POSTE LAMINA 1/ 8"" X 9 MTS NORMA EPSA""",UND,1732800.0
06-06-34,"POSTE LAMINA 1/ 8"" X 11 MTS NORMA EPSA""",UND,2300683.0
06-06-35,"POSTE LAMINA 1/ 8"" X 12 MTS NORMA EPSA""",UND,2497967.0
06-06-36,"POSTE LAMINA 3/16"" X 9 MTS NORMA EPSA""",UND,1616400.0
06-06-37,"POSTE LAMINA 3/16"" X 11 MTS NORMA EPSA""",UND,2254074.0
06-06-38,"POSTE LAMINA 3/16"" X 12 MTS NORMA EPSA""",UND,2474474.0
06-06-39,ESTUDIO SUELOS MASTIL 18-30 MTS,UND,857119.0
06-06-40,MASTIL DE ACERO DE 20 MTS CON CANASTILLA,UND,13824892.0
06-06-41,MASTIL DE ACERO DE 22 MTS CON CANASTILLA,UND,17933892.0
06-06-42,MASTIL DE ACERO DE 24 MTS CON CANASTILLA,UND,19774892.0
06-06-46,MASTIL DE ACERO DE 18 MTS CON CANASTILLA,UND,12025892.0
06-06-47,MASTIL DE ACERO DE 16 MTS CON CANASTILLA,UND,11181977.0
06-06-50,POSTE EN FIBRA DE VIDRIO 12 X 750 KGF,UND,2506333.0
06-06-51,POSTE EN FIBRA DE VIDRIO 12 X 510 KGF,UND,2496333.0
06-06-52,POSTE EN FIBRA DE VIDRIO 11 X 510 KGF,UND,2100282.0
06-06-53,POSTE EN FIBRA DE VIDRIO 9 X 510 KGF,UND,1606979.0
06-07-01,FOTOCELDA CON BASE,UND,31788.0
06-07-20,SOPORTE PARA REFLECTOR,UND,72797.0
06-07-23,CONJUNTO PARARRAYO TIPO FRANKLIN 5 PTAS,UND,750157.0
06-07-24,SOPORTE PARA DOS REFLECTORES,UND,214450.0
06-07-25,SOPORTE PARA TRES REFLECTORES,UND,255915.0
06-07-26,SOPORTE PARA CUATRO REFLECTORES,UND,310741.0
06-07-28,LUMINARIA 48 LED COMPLETA,UND,2547818.0
06-07-29,LUMINARIA 80 LED COMPLETA,UND,3019928.0
06-07-30,LUMINARIA DECORATIVA 32 LED COMPLETA,UND,2261820.0
06-07-32,LUMINARIA 32 LED COMPLETA,UND,1857618.0
06-07-33,LUMINARIA 16 LED COMPLETA,UND,1257858.0
06-07-34,LUMINARIA 64 LED COMPLETA,UND,2745038.0
06-07-35,LUMINARIA 128 LED COMPLETA,UND,4876328.0
06-07-36,LUMINARIA DECORATIVA 16 LED COMPLETA,UND,1946614.0
06-07-37,LUMINARIA COLONIAL DECORATIVA 16 LED,UND,2056820.0
06-07-38,LUMINARIA COLONIAL DECORATIVA 32 LED,UND,2476890.0
06-07-39,REFLECTOR TIPO INDUSTRIAL 32 LED,UND,1748260.0
06-07-40,REFLECTOR TIPO INDUSTRIAL 48 LED,UND,1961270.0
06-07-41,REFLECTOR TIPO INDUSTRIAL 64 LED,UND,1961270.0
06-07-42,REFLECTOR TIPO INDUSTRIAL 80 LED,UND,2436080.0
06-07-43,REFLECTOR 32 LED,UND,1959033.0
06-07-44,REFLECTOR 48 LED,UND,2184586.0
06-07-45,REFLECTOR 64 LED,UND,2412423.0
06-07-46,REFLECTOR 80 LED,UND,2687313.0
06-07-47,REFLECTOR 128 LED,UND,4750773.0
06-07-48,REFLECTOR 180 LED,UND,5273183.0
06-08-02,"CAJA ELECTRICA 0,3 X 0,3 X 0,5 MT",UND,145642.0
06-08-03,"CAJA ELECTRICA 0,8 X 0,8 X 1 MT",UND,392839.0
06-08-04,CAJA ELECTRICA NORMA EPSA 0.5X0.5X0.8MT,UND,269663.0
06-08-05,CAJA ELECTRICA NORMA EPSA 1.0X1.0X1.0MT,UND,678710.0
06-08-10,EXCAVACION TIERRA A MANO,M3,13692.0
06-08-11,FOSO PARA TRANSFORMADOR 1.50X1.90 MT,UND,1417345.0
06-09-01,B 1A CORRIDO MONOFASICO ANG 0-3,UND,477996.0
06-09-02,B51A CORRIDO TRIFASICO ANG 0- 3,UND,543307.0
06-09-03,B52A CORRIDO TRIFASICO ANG 3-30,UND,934075.0
06-09-04,B56A TERMINAL SENCILLO TRIFASICO,UND,950341.0
06-09-05,B57A CORRIDO TRIFASICO ANG 30-60,UND,1303247.0
06-09-06,B58A CORRIDO ANG 60-90,UND,1821131.0
06-09-07,B61A CORRIDO BANDERA TRIFASICO ANG 0-3,UND,529853.0
06-09-08,B62A CORRIDO BANDERA TRIFASICO ANG 3-30,UND,982253.0
06-09-09,B66A TERMINAL BANDERA SENCILLO TRIFASIC,UND,1013453.0
06-09-10,B 6A TERMINAL MONOFASICO,UND,806343.0
06-09-11,B 7A CORRIDO MONOFASICO ANG 30-60,UND,1036355.0
06-09-12,B 8A CORRIDO MONOFASICO ANG 60-90,UND,1614239.0
06-09-13,BH 1 CORRIDO EN H MONOFASIC ANG 0- 3,UND,486153.0
06-09-14,BH 11 CORRIDO EN H TRIFASICO ANG 0- 3,UND,638925.0
06-09-15,BH 17 CORRIDO EN H TRIFASICO ANG 30-60,UND,1533679.0
06-09-16,BH 26 TERMINAL EN H TRIFASICO SENCILLO,UND,1194067.0
06-09-17,BH 6 TERMINAL EN H MONOFASIC SENCILLO,UND,972753.0
06-09-18,BH 7 CORRIDO EN H MONOFASIC ANG 30-60,UND,1195659.0
06-09-19,BHH17 TERMINAL DOBLEEN H DOBLE,UND,1816114.0
06-09-20,BHH26 TERMINAL SENCILLO EN H DOBLE,UND,1476502.0
06-09-23,MP - 01MALLA DE PROTECCION,UND,3436722.0
06-09-29,V22RETENIDA CENTRADA A POSTE AUXILIAR,UND,354909.0
06-09-30,V42RETENIDA PARA BANDERA A POSTE AUX,UND,328589.0
06-09-31,VP2 RETENIDA A POSTE PIE DE AMIGO,UND,1149142.0
06-09-32,VR2 RETENIDA A RIEL CONCRETADO,UND,345432.0
06-09-33,B26A TERMINAL BANDERA MONOFASICO BANDAS,UND,874766.0
06-09-34,B21A CORRIDO MONOFASICO BANDERA BANDAS,UND,485220.0
06-09-36,B67A CORRIDO BANDERA TRIFASICO ANG 3-60,UND,1393958.0
06-09-37,B27A CORRIDO BANDERA MONOFASICO ANG 3-60,UND,1112592.0
06-09-38,AMORTIGUADOR DE LINEA,UND,38105.0
06-10-02,S11 CORRIDO 1 PUESTO ANG 0-3 (SEC),UND,71191.0
06-10-04,S12 CORRIDO 2 PUESTOS ANG 0-3 (SEC),UND,123366.0
06-10-12,S21 CORRIDO 1 PUESTO ANG 3-60 (SEC),UND,71191.0
06-10-14,S22 CORRIDO 2 PUESTOS ANG 3-60 (SEC),UND,108973.0
06-10-22,S31 TERMINAL SENCILLO 1 PUESTO (SEC),UND,71191.0
06-10-24,S32 TERMINAL SENCILLO 2 PUESTOS (SEC),UND,108973.0
06-10-32,S41 TERMINAL DOBLE 1 PUESTO (SEC),UND,92151.0
06-10-34,S42 TERMINAL DOBLE 2 PUESTOS (SEC),UND,134915.0
06-10-52,SAR31A TERMINAL CON GRAPA DE RETENCION,UND,96691.0
06-10-53,SAR41A DOBLE TERMINAL GRAPA DE RETENC,UND,186438.0
06-10-54,T1 CON D.I. TIERRA CON DUCTO INTERNO,UND,442267.0
06-10-55,T1 SIN D.I. TIERRA SIN DUCTO INTERNO,UND,487647.0
06-10-56,V01RETENIDA A TIERRA - SECUNDARIO,UND,177031.0
06-10-57,V11RETENIDA A POSTE AUX - SECUNDARIO,UND,271826.0
06-10-58,VP1 RETENIDA A POSTE PIE DE AMIGO,UND,696968.0
06-10-59,VR1 RETENIDA A RIEL CONCRETADO,UND,0.0
06-10-60,BS 51 CORRIDO SENCILLO ANG (0-3),UND,490433.0
06-10-61,BS 52 CORRIDO ANG ( 3-30),UND,869348.0
06-10-62,BS 56 TERMINAL,UND,787748.0
06-10-63,BS 57 CORRIDO ANG (30-60),UND,1045520.0
06-10-64,BS 58 CORRIDO ANG (60-90),UND,1610608.0
06-10-65,BSH 11 CORRIDO EN H (0-3),UND,558439.0
06-10-66,BSH 17 DOBLE TERMINAL EN H,UND,1328942.0
06-10-67,BSH 26 TERMINAL EN H,UND,1006434.0
06-10-68,BSHH17 DOBLE TERMINAL EN DOBLE H,UND,1523681.0
06-10-69,BSHH26 TERMINAL EN DOBLE H,UND,1310717.0
06-10-70,CONECTOR TIPO CUNA,UND,24618.0
06-10-71,SAX2 CONJUNTO VANO FLOJO,UND,117518.0
06-10-72,SAX CRUCE AEREO SECUNDARIO,UND,117518.0
06-10-81,CAJA DERIVACION P/ACOMETIDA 4 USUARIOS,UND,434599.0
06-10-82,CAJA DERIVACION P/ACOMETIDA AMP 9 USUARI,UND,587994.0
06-10-83,CONECTOR PERFORACION AMFRAU P/ACOMETI,UND,23537.0
06-10-84,LLAVE PARA CAJA DE DISTRIBUCION,UND,58315.0
06-11-01,APERTURA HUECOS POSTES ANCLAS PRIMARIAS,UND,53938.0
06-11-02,APERTURA HUECOS POSTES ANCLAS SECUNDARIA,UND,44136.0
06-11-03,APLOMADA POSTES DE CONCRETO PRIMARIOS,UND,64443.0
06-11-04,APLOMADA POSTES DE CONCRETO SECUNDARIOS,UND,53938.0
06-11-05,APLOMADA POSTES METALICOS PRIMARIOS,UND,77050.0
06-11-06,APLOMADA POSTES METALICOS SECUNDARIOS,UND,64443.0
06-11-07,COLOC.RET/PRIMARIAA PIE DE AMIGO,UND,44426.0
06-11-08,COLOC.RET/PRIMARIAA POSTE AUXILIAR,UND,83109.0
06-11-09,COLOC.RET/PRIMARIAA RIEL,UND,140827.0
06-11-10,COLOC.RET/PRIMARIAA TIERRA,UND,48174.0
06-11-11,COLOC.RET/SECUNDARIA A POSTE AUXIL,UND,67350.0
06-11-12,COLOC.RET/SECUNDARIA A RIEL,UND,140827.0
06-11-13,COLOC.RET/SECUNDARIA A TIERRA,UND,48174.0
06-11-14,COLOC.RET/SECUNDARIA PIE DE AMIGO,UND,36948.0
06-11-15,CONCRETADA DE POSTES PRIMARIOS,UND,60012.0
06-11-16,CONCRETADA DE POSTES SECUNDARIOS,UND,60012.0
06-11-17,INSTALACION CABLE ENTORCHADO 3 HILOS,ML,2452.0
06-11-18,INSTALACION CABLE ENTORCHADO 4 HILOS,ML,0.0
06-11-19,INSTALACION CABLE PRIMARIO #2 A #2/0,ML,1402.0
06-11-20,INSTALACION CABLE PRIMARIO #3/0 A #4/0,ML,1507.0
06-11-21,INSTALACION CABLE SECUNDARIO #3/0 A #4/0,ML,981.0
06-11-22,INSTALACION CABLE SECUNDARIO #4 A #2/0,ML,876.0
06-11-23,INSTALACION CORTACIRCUITOS O PARARRAYOS,UND,64443.0
06-11-24,INSTALACION ATERRIZAJES SECUNDARIOS,UND,64443.0
06-11-25,INSTALACION SUBESTACION MONOFASICA,UND,260704.0
06-11-26,INSTALACION SUBESTACION TRIFASICA,UND,279539.0
06-11-27,INSTALACION LUMINARIAS TIPO HORIZONTAL,UND,0.0
06-11-28,INSTALACION TRAFO 10 A 50 KVA,UND,198041.0
06-11-29,INSTALACION TRAFO 75 A 112.5 KVA,UND,256560.0
06-11-30,VESTIDA CONJUNTO 1 O 2 PERCHAS,UND,31875.0
06-11-31,VESTIDA CONJUNTO 3 O MAS PERCHAS,UND,44482.0
06-11-32,VESTIDA CONJUNTO ANGULO 60-90,UND,196146.0
06-11-33,VESTIDA CONJUNTO CORRIDO 30 - 60,UND,152011.0
06-11-34,VESTIDA CONJUNTO CORRIDO ANGULO 3 - 30,UND,129591.0
06-11-35,VESTIDA CONJUNTO CORRIDO BANDERA,UND,129591.0
06-11-36,VESTIDA CONJUNTO CORRIDO BANDERA 3 - 30,UND,0.0
06-11-37,VESTIDA CONJUNTO CORRIDO EN H,UND,108579.0
06-11-38,VESTIDA CONJUNTO CORRIDO SENCILLO,UND,104377.0
06-11-39,VESTIDA CONJUNTO DOBLE TERM DOBL H (2L),UND,230534.0
06-11-40,VESTIDA CONJUNTO DOBLE TERM DOBLE H (3F),UND,266330.0
06-11-41,VESTIDA CONJUNTO DOBLE TERM EN H (2L),UND,193438.0
06-11-42,VESTIDA CONJUNTO DOBLE TERMINAL EN H(3F),UND,246683.0
06-11-43,VESTIDA MANO OBRA CONJUNTO TERMINAL,UND,119193.0
06-11-44,VESTIDA CONJUNTO TERMINAL BANDERA,UND,206706.0
06-11-45,VESTIDA CONJUNTO TERMINAL DOBLE H (2L),UND,0.0
06-11-46,VESTIDA CONJUNTO TERMINAL EN DOB H (3F),UND,189214.0
06-11-47,VESTIDA CONJUNTO TERMINAL EN H,UND,206706.0
06-11-49,INSTALACION CAJA DE DERIVACION,UND,53170.0
06-11-50,INSTALACION CONTADOR DE ENERGIA,UND,17658.0
06-11-51,INSTALACION DE REFLECTOR,UND,50114.0
06-11-52,INSTALACION DE ACOMETIDA DOMICILIARIA,UND,5413.0
06-12-01,DESCONEXION DE ATERRIZAJES SECUNDARIOS,UND,29102.0
06-12-02,DESCONEXION DE SUBESTACION,UND,268656.0
06-12-03,DESCONEXION RED PRIMARIA MONOFASICA,ML,1928.0
06-12-04,DESCONEXION RED PRIMARIA TRIFASICA,ML,2383.0
06-12-05,DESCONEXION RED SECUNDARIA 1 O 2 HILOS,ML,1542.0
06-12-06,DESCONEXION RED SECUNDARIA 3 O MAS HILOS,ML,2383.0
06-12-07,DESMONTE CONJUNTO PRIMARIO EN H,UND,70196.0
06-12-08,DESMONTE CONJUNTO PRIMARIO SENCILLO,UND,53101.0
06-12-09,DESMONTE CONJUNTO SECUNDARIO 1 O 2 PERCH,UND,33140.0
06-12-10,DESMONTE CONJUNTO SECUNDARIO 3 O + PERCH,UND,42595.0
06-12-11,DESMONTE DE LUMINARIAS,UND,29102.0
06-12-12,DESMONTE POSTE CONCRETO,UND,90728.0
06-12-13,DESMONTE POSTE METALICO,UND,75734.0
06-12-14,DESMONTE RETENIDA A PIE DE AMIGO,UND,42595.0
06-12-15,DESMONTE RETENIDA A TIERRA,UND,44136.0
06-12-16,DESMONTE RETENIDA A POSTE AUXILIAR,UND,59119.0
06-12-17,RETIRO TRANSFORMADOR DE POTENCIAL,UND,52572.0
06-12-18,DESCONEXION DE CONTADOR DE ENERGIA,UND,14506.0
06-12-19,DESMONTE DE REFLECTOR,UND,39608.0
06-12-23,DESCONEXION CORTACIRCUITOS O PARARRAYOS,UND,55730.0
06-12-24,DESCONEXION DE CAJA PARA ACOMETIDA,UND,21652.0
06-12-25,DEECONEXION DE ACOMETIDA DOMICILIARIA,UND,3312.0
06-12-26,RETIRO CABLE ASCR,ML,7885.0
06-12-27,RETIRO DE POSTE,UND,278231.0
06-12-28,RETIRO DE TRANSFORMADOR EN MT,UND,538710.0
06-12-29,RETIRO/DESVESTIDA POSTE EN H,UND,173589.0
06-13-02,CABLE DE CONTROL 7X12,ML,14827.0
06-13-03,CONTADOR 2F-TRIFILAR 120/240V M.DIRECTA,UND,454010.0
06-13-04,CONTADOR 1F-BIFILAR 120V M.DIRECTA,UND,256240.0
06-13-05,CONTADOR 3F-TRIFASICO 120/208V M.DIRECTA,UND,554780.0
06-13-08,CONTADOR ELECTRONICOM.INDIRECTA,UND,3867860.0
06-13-11,"TRANSFORMADOR DE CTE 150-300/5 CL 0,5",UND,158470.0
06-13-13,"TRANSFORMADOR DE CTE 400-600/5 CL 0,5",UND,191635.0
06-13-18,MURETE PARA CONTADOR Y CAJA CON REJA,UND,508823.0
06-13-19,CAJA CONTADOR 1F POLICARB PORTA BREAKER,UND,102070.0
06-13-20,CAJA CONTADOR 3F POLICARB C/PORTABREAKER,UND,140070.0
06-13-26,CAJA TRANSFORMADORES DE CORRIENTE,UND,196230.0
06-13-38,CAJA CONTADOR TIPO EMCALI 65X50X20 CM,UND,71455.0
06-13-45,"ATERRIZAJE CAJA METALICA TABLERO, CONTAD",UND,231706.0
06-13-47,TRANSFORMADOR DE CTE 800/5 AMP CLASE I,UND,176872.0
06-14-01,B 1L CORRIDO MONOFASICO ANG 0-3,UND,510716.0
06-14-02,B21L CORRIDO MONOFASICO BANDERA,UND,524208.0
06-14-03,B26P TERMINAL BANDERA MONOFASICO,UND,837620.0
06-14-04,B27P CORRIDO BANDERA MONOFASICO ANG 3-60,UND,1149023.0
06-14-05,B51L CORRIDO TRIFASICO ANG 0- 3,UND,628998.0
06-14-06,B52L CORRIDO TRIFASICO ANG 3-30,UND,1292241.0
06-14-07,B56P TERMINAL SENCILLO TRIFASICO,UND,908173.0
06-14-08,B57P CORRIDO TRIFASICO ANG 30-60,UND,1261461.0
06-14-09,B58P CORRIDO ANG 60-90,UND,1977398.0
06-14-10,B61L CORRIDO BANDERA TRIFASICO ANG 0-3,UND,0.0
06-14-11,B62L CORRIDO BANDERA TRIFASICO,UND,1369089.0
06-14-12,B66P TERMINAL BANDERA SENCILLO TRIFASICO,UND,973885.0
06-14-13,B67P CORRIDO BANDERA TRIFASICO,UND,1439851.0
06-14-14,B 6P TERMINAL MONOFASICO,UND,777477.0
06-14-15,B 7P CORRIDO MONOFASICO ANG 30-60,UND,933158.0
06-14-16,B 8P CORRIDO MONOFASICO ANG 60-90,UND,1559267.0
06-14-17,BH 1L CORRIDO EN H MONOFASIC ANG 0- 3,UND,579467.0
06-14-18,BH 11L CORRIDO EN H TRIFASICO ANG 0- 3,UND,692496.0
06-14-19,BH 17P CORRIDO EN H TRIFASICO ANG 30-60,UND,1374846.0
06-14-20,BH 26P TERMINAL EN H TRIFASICO SENCILLO,UND,1017774.0
06-14-21,BH 6P TERMINAL EN H MONOFASIC SENCILLO,UND,861945.0
06-14-22,BH 7P CORRIDO EN H MONOFASIC ANG 30-60,UND,1096491.0
06-14-23,BHH17P TERMINAL DOBLEEN H DOBLE,UND,1647625.0
06-14-24,BHH26P TERMINAL SENCILLO EN H DOBLE,UND,1285759.0
06-14-25,CONJUNTO ARRANQUE TRIFASICO POLIMERICO,UND,376652.0
06-14-26,CONJUNTO B152L,UND,1292271.0
06-14-27,CONJUNTO B151L,UND,602641.0
06-14-28,PUENTE PRIMARIO TRIFASICO,UND,71847.0
06-14-32,C51L CORRIDO TRIFASICO ANG 0- 3? 34.5 KV,UND,954318.0
06-14-33,C52L CORRIDO TRIFASICO ANG 3-20? 34.5 KV,UND,1924154.0
06-14-34,C57P DOBLE TERMINAL 34.5 KV,UND,1413348.0
06-14-35,C56P TERMINAL 34.5 KV,UND,880158.0
06-14-36,C61L CORRIDO SENCILLO BANDERA 0-3? 34.5K,UND,945400.0
06-14-37,C62L CORRIDO BANDERA3-20? 34.5 KV,UND,1950362.0
06-14-38,C66P TERMINAL BANDERA 34.5 KV,UND,945926.0
06-14-39,B2L CORRIDO MONOFASICO ANG 3 - 30?,UND,1025779.0
06-14-40,"C67P CORRIDO BANDERA TRIFASICO 34,5 KV",UND,1681531.0
06-14-41,CONJUNTO ARRANQUE MONOFASICO POLIMERICO,UND,259500.0
06-14-42,PUENTE PRIMARIO MONOFASICO,UND,47197.0
06-14-43,B22L CORRIDO MONOFASICO BANDERA 3 -30?,UND,1047493.0
08-01-01,ACARREO ASFALTO VOLUMEN COMPCTADO,M3K,1663.0
08-01-02,ACARREO MATERIAL PETREO.VOL.COMPACT,M3K,1716.0
08-01-03,CONFORM.COMPACT.SUBRASANTE CBR=95 URBANA,M2,3412.0
08-01-04,EXCAVACION A MAQUINA(CAJEO) [SR],M3,4263.0
08-01-05,EXCAVACION EN CONGLOMERADO( MANUAL),M3,23667.0
08-01-06,BOMBEO,DIA,114701.0
08-01-07,EXCAVACION MANUAL.TIERRA SECA H=1.8M(SR),M3,18058.0
08-01-08,LOCALIZACION-REPLANTEO VIAS URBANAS,ML,3087.0
08-01-09,CARGUE MAT.EXCAV A MAQUINA(SIN TRANSP.),M3,2298.0
08-01-10,RELLENO MATERIAL SITIO COMPACTADO 90% PM,M3,13866.0
08-01-11,LOCALIZACION-REPLANTEO VIAS NO URBANAS,ML,2082.0
08-01-12,CARGUE DE SALDO EN SITIO( MANUAL),M3,6836.0
08-01-13,EXCAVAC-CONFORM.COMP .SUBRASAN (CARGUE),M3,6812.0
08-01-14,EXCAVACION CONGLOMER A MAQUINA (CARGUE),M3,4477.0
08-02-01,BASE COMP.MAT. TRITURAD GRANUL SIN TRAN,M3,75049.0
08-02-03,SUB-BASE.COMP.SELECCI. CANT RODADO ST,M3,50752.0
08-02-06,RELLENO-ROCAMUERTA COMP.MAT.SELECC. ST,M3,24324.0
08-02-07,SUB-BASE COMP.MAT.SELECC. TIPO INV SIN T,M3,70112.0
08-02-08,BASE COMP.MAT. TRITURAD GRANUL NORTE,M3,84099.0
08-02-09,SUB-BASE COMPAC.MAT.SELEC-INV NORTE ST,M3,80073.0
08-03-01,PAV.CONCR MR=36 INC.JUNTA,M3,0.0
08-03-03,PAV.CONCR.MR=38 INC. JUNTA -BAKE,M3,460798.0
08-03-04,"PAV.CONCR.MR=40,INC.JUNTA-BAK",M3,495600.0
08-03-06,TRANSPORTE DE CEMENTO > 10KM,KLK,5.0
08-03-07,TRANSPORTE HIERRO > 10 KM KG/KM,KLK,4.0
08-03-08,PAV.CONCRET PREMEZCLADO MR=38,M3,462221.0
08-03-10,PAV.CONCRET. PREMEZCLADO MR 45,M3,532928.0
08-04-01,CARPETA ASFALTICA[ST],M3,580930.0
08-04-05,IMPRIMACION,M2,2753.0
08-04-06,TRANSPORTE DE EQUIPOMAYOR A 50 KM,T/K,530.0
08-04-08,TRANSPORTE DE EQUIPO 31KM A 50 KM,T/K,940.0
08-04-09,TRANSPORTE DE EQUIPO HASTA 30 KM,GLB,564000.0
08-04-10,RIEGO DE LIGA,M2,1481.0
08-05-02,ANDEN CONCRETO 10CM 3000 PSI,M2,58262.0
08-05-03,CABEZAL-CAJAS ALCANTARILLADO 3000 PSI,M3,0.0
08-05-04,"CAJA INSPECCION 70X70, EXCAV H= 1.0M Y",UND,379553.0
08-05-06,PARED CAMARA INSPECCION TIPO B,ML,363786.0
08-05-10,CUNETAS EN CONCRETO 3000 PSI E=0.15,M3,443600.0
08-05-17,"DESCOLMATACION CUNETAS,ZANJAS,DESCOL(MAN",ML,2030.0
08-05-18,LIMPIEZA ALCANTARILLAS DIAM MENOR 24 PUL,UND,125519.0
08-05-20,REALCE CAMARA DE INSPECCION,UND,309452.0
08-05-21,SARDINEL EN CONCRETO 40X15 TRAPEZOIDAL,ML,38927.0
08-05-22,SARDINEL EN CONCRETO 15X15 MAS HIERRO,ML,18909.0
08-05-28,FILTRO GEODREN(INC EXCAV. RELLEN MAT SIT,ML,45066.0
08-05-29,LOSA CAMARA DE INSPCCI.INCLUY.TAPA,UND,612002.0
08-05-30,NIVELACION DE CAMARA (DESCENSO),UND,130736.0
08-05-31,BATEA EN CONCRETO 3000 PSI,M3,449637.0
08-05-32,SELLO DEJUNTAS PARA LOSA EXISTENTE,ML,4080.0
08-05-33,LIMPIEZA ALCANTARILLAS DIAM MAYOR 24 PUL,UND,63040.0
08-06-02,CONCRETO ASFALTICO- PARCHEO,M3,614175.0
08-06-03,CONFORM.COMPACT.SUBRASANTE CBR=95,M2,2549.0
08-06-04,CONFORMACION DE VIA SIN COMPACTAR,M2,558.0
08-06-09,FRESADO,M3,19087.0
08-06-12,MATERIAL FILTRANTE GRANULAR CANT.RODADO,M3,33022.0
08-06-15,ROCERIA,M2,96.0
08-06-20,SUMINISTRO Y REGADO MATERIAL SELECC.,M3,11075.0
08-06-21,CUNETA EN TIERRA (MANUAL),ML,1950.0
08-07-03,LINEA DE DEMARCACION INCLUYE MICROESFERA,ML,2156.0
08-07-04,SENALIZ VERTIC EN LAMINA REFLECTIV 60,UND,310060.0
08-07-06,SEÑAL VERT CON LAM RETROREF 75X75 CMS,UND,330060.0
08-08-05,BOX COULVERT CONCRETO DE 3000 PSI,M3,698270.0
08-08-06,ESTRIBOS Y ALETAS EN CONCRETO 3000 PSI,M3,658453.0
08-08-08,JUNTA DILATACION DOS LADOS SEGUN DIS,ML,69810.0
08-08-10,ACERO DE REFUERZO 37.000 PSI.,KLS,4887.0
08-08-11,ACERO DE REFUERZO 60.000 PSI.,KLS,5331.0
08-08-12,VIGAS LOSAS Y RIOSTRAS CONC. 4000 PSI.,M3,982241.0
08-08-13,ZARPAS EN CONCRETO DE 3000 PSI.,M3,576895.0
08-09-01,BOLSACRETO 1101-120X240 CONC.1:4:7 1500P,M3,312006.0
08-09-02,BOLSACRETO 1101-120X240 CONC.1:2:3 3100P,M3,412452.0
08-09-03,GAVIONES CALIBRE 12,M3,153239.0
08-09-04,GAVIONES CALIBRE 13,M3,143449.0
08-10-01,DEMOL.ANDEN E=0.10,M2,3740.0
08-10-02,DEMOL.PAVIMENTO CONCRETO E=15CM,M2,9634.0
08-10-03,DEMOL.PAVIMENTO CONCRETO E=20CM,M2,15870.0
08-10-04,DEMOL.ALCANTARILLAS DIAM=20 (INCLUYE CAR,ML,10670.0
08-10-06,DEMOL.CAJAS - CABEZALES (INCLUYE CARGUE),M3,56211.0
08-10-07,DEMOL.PAVIMENTO FLEXIBLE (INCLUYE CARGUE,M3,38781.0
10-01-01,BODEGAJE,MES,130000.0
10-01-02,CAMPAMENTO TABLA9 M2,UND,1300146.0
